Item Name, Trade Up Cost (GBP), Expected Value (GBP), Expected Profit (GBP), All Profit Outcomes (GBP)
M4A1-S | Atomic Alloy (Battle-Scarred), 255.3, 40.625, -214.675, AK-47 | Vulcan (Battle-Scarred):78.43 - M4A4 | Desert-Strike (Battle-Scarred):2.82 - 
M4A1-S | Atomic Alloy (Factory New), 1008.6, 40.625, -967.975, AK-47 | Vulcan (Battle-Scarred):78.43 - M4A4 | Desert-Strike (Battle-Scarred):2.82 - 
M4A1-S | Atomic Alloy (Field-Tested), 332.40000000000003, 40.625, -291.77500000000003, AK-47 | Vulcan (Battle-Scarred):78.43 - M4A4 | Desert-Strike (Battle-Scarred):2.82 - 
M4A1-S | Atomic Alloy (Minimal Wear), 436.2, 40.625, -395.575, AK-47 | Vulcan (Battle-Scarred):78.43 - M4A4 | Desert-Strike (Battle-Scarred):2.82 - 
M4A1-S | Atomic Alloy (Well-Worn), 272.9, 40.625, -232.27499999999998, AK-47 | Vulcan (Battle-Scarred):78.43 - M4A4 | Desert-Strike (Battle-Scarred):2.82 - 
M4A1-S | Basilisk (Battle-Scarred), 34.7, 3.203333333333333, -31.49666666666667, P250 | Cartel (Battle-Scarred):3.98 - SCAR-20 | Cardiac (Battle-Scarred):2.33 - XM1014 | Tranquility (Battle-Scarred):3.3 - 
M4A1-S | Basilisk (Factory New), 78.3, 3.203333333333333, -75.09666666666666, P250 | Cartel (Battle-Scarred):3.98 - SCAR-20 | Cardiac (Battle-Scarred):2.33 - XM1014 | Tranquility (Battle-Scarred):3.3 - 
M4A1-S | Basilisk (Field-Tested), 32.3, 3.203333333333333, -29.096666666666664, P250 | Cartel (Battle-Scarred):3.98 - SCAR-20 | Cardiac (Battle-Scarred):2.33 - XM1014 | Tranquility (Battle-Scarred):3.3 - 
M4A1-S | Basilisk (Minimal Wear), 45.9, 3.203333333333333, -42.696666666666665, P250 | Cartel (Battle-Scarred):3.98 - SCAR-20 | Cardiac (Battle-Scarred):2.33 - XM1014 | Tranquility (Battle-Scarred):3.3 - 
M4A1-S | Basilisk (Well-Worn), 51.900000000000006, 3.203333333333333, -48.69666666666667, P250 | Cartel (Battle-Scarred):3.98 - SCAR-20 | Cardiac (Battle-Scarred):2.33 - XM1014 | Tranquility (Battle-Scarred):3.3 - 
M4A1-S | Blood Tiger (Factory New), 56.3, 11.97, -44.33, Dual Berettas | Hemoglobin (Factory New):12.14 - Five-SeveN | Case Hardened (Battle-Scarred):10.98 - MP9 | Hypnotic (Factory New):13.26 - Nova | Graphite (Factory New):11.5 - 
M4A1-S | Blood Tiger (Field-Tested), 40.8, 10.395, -30.404999999999998, Dual Berettas | Hemoglobin (Minimal Wear):9.09 - Five-SeveN | Case Hardened (Battle-Scarred):10.98 - MP9 | Hypnotic (Minimal Wear):12.62 - Nova | Graphite (Minimal Wear):8.89 - 
M4A1-S | Blood Tiger (Minimal Wear), 47.1, 11.97, -35.13, Dual Berettas | Hemoglobin (Factory New):12.14 - Five-SeveN | Case Hardened (Battle-Scarred):10.98 - MP9 | Hypnotic (Factory New):13.26 - Nova | Graphite (Factory New):11.5 - 
M4A1-S | Blue Phosphor (Factory New), 7975.700000000001, 1052.22, -6923.4800000000005, AWP | Fade (Factory New):1052.22 - 
M4A1-S | Blue Phosphor (Minimal Wear), 5216.900000000001, 1052.22, -4164.68, AWP | Fade (Factory New):1052.22 - 
M4A1-S | Boreal Forest (Battle-Scarred), 0.7000000000000001, 0.6366666666666667, -0.06333333333333335, Glock-18 | Candy Apple (Field-Tested):0.63 - MP7 | Anodized Navy (Minimal Wear):0.95 - Sawed-Off | Full Stop (Battle-Scarred):0.33 - 
M4A1-S | Boreal Forest (Factory New), 30, 0.8833333333333334, -29.116666666666667, Glock-18 | Candy Apple (Factory New):1.32 - MP7 | Anodized Navy (Factory New):1 - Sawed-Off | Full Stop (Battle-Scarred):0.33 - 
M4A1-S | Boreal Forest (Field-Tested), 0.7000000000000001, 0.6933333333333334, -0.00666666666666671, Glock-18 | Candy Apple (Minimal Wear):0.8 - MP7 | Anodized Navy (Minimal Wear):0.95 - Sawed-Off | Full Stop (Battle-Scarred):0.33 - 
M4A1-S | Boreal Forest (Minimal Wear), 2.5, 0.8833333333333334, -1.6166666666666667, Glock-18 | Candy Apple (Factory New):1.32 - MP7 | Anodized Navy (Factory New):1 - Sawed-Off | Full Stop (Battle-Scarred):0.33 - 
M4A1-S | Boreal Forest (Well-Worn), 0.8999999999999999, 0.6366666666666667, -0.2633333333333332, Glock-18 | Candy Apple (Field-Tested):0.63 - MP7 | Anodized Navy (Minimal Wear):0.95 - Sawed-Off | Full Stop (Battle-Scarred):0.33 - 
M4A1-S | Briefing (Battle-Scarred), 31.6, 5.9575, -25.642500000000002, AK-47 | Orbit Mk01 (Battle-Scarred):9.78 - P2000 | Woodsman (Battle-Scarred):4.68 - P250 | Red Rock (Battle-Scarred):4.14 - P90 | Death Grip (Battle-Scarred):5.23 - 
M4A1-S | Briefing (Factory New), 95.5, 5.9575, -89.5425, AK-47 | Orbit Mk01 (Battle-Scarred):9.78 - P2000 | Woodsman (Battle-Scarred):4.68 - P250 | Red Rock (Battle-Scarred):4.14 - P90 | Death Grip (Battle-Scarred):5.23 - 
M4A1-S | Briefing (Field-Tested), 31.0, 5.9575, -25.0425, AK-47 | Orbit Mk01 (Battle-Scarred):9.78 - P2000 | Woodsman (Battle-Scarred):4.68 - P250 | Red Rock (Battle-Scarred):4.14 - P90 | Death Grip (Battle-Scarred):5.23 - 
M4A1-S | Briefing (Minimal Wear), 48.4, 5.9575, -42.442499999999995, AK-47 | Orbit Mk01 (Battle-Scarred):9.78 - P2000 | Woodsman (Battle-Scarred):4.68 - P250 | Red Rock (Battle-Scarred):4.14 - P90 | Death Grip (Battle-Scarred):5.23 - 
M4A1-S | Briefing (Well-Worn), 40.9, 5.9575, -34.942499999999995, AK-47 | Orbit Mk01 (Battle-Scarred):9.78 - P2000 | Woodsman (Battle-Scarred):4.68 - P250 | Red Rock (Battle-Scarred):4.14 - P90 | Death Grip (Battle-Scarred):5.23 - 
M4A1-S | Bright Water (Field-Tested), 227.5, 111.90333333333332, -115.59666666666668, AWP | Graphite (Minimal Wear):165.17 - P2000 | Ocean Foam (Minimal Wear):104.48 - P90 | Emerald Dragon (Battle-Scarred):66.06 - 
M4A1-S | Bright Water (Minimal Wear), 297.9, 134.66333333333333, -163.23666666666665, AWP | Graphite (Factory New):186.54 - P2000 | Ocean Foam (Factory New):151.39 - P90 | Emerald Dragon (Battle-Scarred):66.06 - 
M4A1-S | Control Panel (Battle-Scarred), 74.9, 0, -74.9, 
M4A1-S | Control Panel (Factory New), 702.9000000000001, 0, -702.9000000000001, 
M4A1-S | Control Panel (Field-Tested), 124.0, 0, -124.0, 
M4A1-S | Control Panel (Minimal Wear), 235.6, 0, -235.6, 
M4A1-S | Control Panel (Well-Worn), 83.80000000000001, 0, -83.80000000000001, 
M4A1-S | Cyrex (Battle-Scarred), 131.9, 0, -131.9, 
M4A1-S | Cyrex (Factory New), 382.59999999999997, 0, -382.59999999999997, 
M4A1-S | Cyrex (Field-Tested), 155.6, 0, -155.6, 
M4A1-S | Cyrex (Minimal Wear), 233.5, 0, -233.5, 
M4A1-S | Cyrex (Well-Worn), 138.6, 0, -138.6, 
M4A1-S | Dark Water (Field-Tested), 579.9, 128.425, -451.47499999999997, AK-47 | Case Hardened (Battle-Scarred):155.98 - Desert Eagle | Hypnotic (Minimal Wear):100.87 - 
M4A1-S | Dark Water (Minimal Wear), 623.6999999999999, 152.055, -471.6449999999999, AK-47 | Case Hardened (Battle-Scarred):155.98 - Desert Eagle | Hypnotic (Factory New):148.13 - 
M4A1-S | Decimator (Battle-Scarred), 74.6, 40.82, -33.779999999999994, AK-47 | Bloodsport (Well-Worn):71.42 - USP-S | Neo-Noir (Battle-Scarred):10.22 - 
M4A1-S | Decimator (Factory New), 287.9, 66.86500000000001, -221.03499999999997, AK-47 | Bloodsport (Factory New):123.51 - USP-S | Neo-Noir (Battle-Scarred):10.22 - 
M4A1-S | Decimator (Field-Tested), 95.9, 51.475, -44.425000000000004, AK-47 | Bloodsport (Minimal Wear):92.73 - USP-S | Neo-Noir (Battle-Scarred):10.22 - 
M4A1-S | Decimator (Minimal Wear), 150, 66.86500000000001, -83.13499999999999, AK-47 | Bloodsport (Factory New):123.51 - USP-S | Neo-Noir (Battle-Scarred):10.22 - 
M4A1-S | Decimator (Well-Worn), 108.80000000000001, 43.765, -65.03500000000001, AK-47 | Bloodsport (Field-Tested):77.31 - USP-S | Neo-Noir (Battle-Scarred):10.22 - 
M4A1-S | Emphorosaur-S (Battle-Scarred), 8.6, 3.22, -5.379999999999999, AWP | Duality (Battle-Scarred):5.39 - P2000 | Wicked Sick (Battle-Scarred):2.14 - UMP-45 | Wild Child (Battle-Scarred):2.13 - 
M4A1-S | Emphorosaur-S (Factory New), 45.9, 3.22, -42.68, AWP | Duality (Battle-Scarred):5.39 - P2000 | Wicked Sick (Battle-Scarred):2.14 - UMP-45 | Wild Child (Battle-Scarred):2.13 - 
M4A1-S | Emphorosaur-S (Field-Tested), 9.200000000000001, 3.22, -5.98, AWP | Duality (Battle-Scarred):5.39 - P2000 | Wicked Sick (Battle-Scarred):2.14 - UMP-45 | Wild Child (Battle-Scarred):2.13 - 
M4A1-S | Emphorosaur-S (Minimal Wear), 20.299999999999997, 3.22, -17.08, AWP | Duality (Battle-Scarred):5.39 - P2000 | Wicked Sick (Battle-Scarred):2.14 - UMP-45 | Wild Child (Battle-Scarred):2.13 - 
M4A1-S | Emphorosaur-S (Well-Worn), 14.0, 3.22, -10.78, AWP | Duality (Battle-Scarred):5.39 - P2000 | Wicked Sick (Battle-Scarred):2.14 - UMP-45 | Wild Child (Battle-Scarred):2.13 - 
M4A1-S | Fizzy POP (Battle-Scarred), 5.0, 2.178, -2.822, AWP | POP AWP (Well-Worn):2.33 - CZ75-Auto | Syndicate (Battle-Scarred):2.27 - MP5-SD | Autumn Twilly (Battle-Scarred):2.08 - Nova | Red Quartz (Well-Worn):2.26 - P2000 | Space Race (Battle-Scarred):1.95 - 
M4A1-S | Fizzy POP (Factory New), 12.2, 3.596, -8.604, AWP | POP AWP (Factory New):5.68 - CZ75-Auto | Syndicate (Battle-Scarred):2.27 - MP5-SD | Autumn Twilly (Battle-Scarred):2.08 - Nova | Red Quartz (Factory New):6 - P2000 | Space Race (Battle-Scarred):1.95 - 
M4A1-S | Fizzy POP (Field-Tested), 5.699999999999999, 2.6119999999999997, -3.0879999999999996, AWP | POP AWP (Minimal Wear):3.41 - CZ75-Auto | Syndicate (Battle-Scarred):2.27 - MP5-SD | Autumn Twilly (Battle-Scarred):2.08 - Nova | Red Quartz (Minimal Wear):3.35 - P2000 | Space Race (Battle-Scarred):1.95 - 
M4A1-S | Fizzy POP (Minimal Wear), 7.9, 3.596, -4.304, AWP | POP AWP (Factory New):5.68 - CZ75-Auto | Syndicate (Battle-Scarred):2.27 - MP5-SD | Autumn Twilly (Battle-Scarred):2.08 - Nova | Red Quartz (Factory New):6 - P2000 | Space Race (Battle-Scarred):1.95 - 
M4A1-S | Fizzy POP (Well-Worn), 6.0, 2.312, -3.688, AWP | POP AWP (Field-Tested):2.81 - CZ75-Auto | Syndicate (Battle-Scarred):2.27 - MP5-SD | Autumn Twilly (Battle-Scarred):2.08 - Nova | Red Quartz (Field-Tested):2.45 - P2000 | Space Race (Battle-Scarred):1.95 - 
M4A1-S | Flashback (Battle-Scarred), 4.3, 1.5200000000000002, -2.7799999999999994, FAMAS | Mecha Industries (Battle-Scarred):2.02 - P90 | Shallow Grave (Battle-Scarred):1.3 - Sawed-Off | Wasteland Princess (Battle-Scarred):1.24 - 
M4A1-S | Flashback (Factory New), 25.8, 1.5200000000000002, -24.28, FAMAS | Mecha Industries (Battle-Scarred):2.02 - P90 | Shallow Grave (Battle-Scarred):1.3 - Sawed-Off | Wasteland Princess (Battle-Scarred):1.24 - 
M4A1-S | Flashback (Field-Tested), 4.5, 1.5200000000000002, -2.9799999999999995, FAMAS | Mecha Industries (Battle-Scarred):2.02 - P90 | Shallow Grave (Battle-Scarred):1.3 - Sawed-Off | Wasteland Princess (Battle-Scarred):1.24 - 
M4A1-S | Flashback (Minimal Wear), 9.399999999999999, 1.5200000000000002, -7.879999999999998, FAMAS | Mecha Industries (Battle-Scarred):2.02 - P90 | Shallow Grave (Battle-Scarred):1.3 - Sawed-Off | Wasteland Princess (Battle-Scarred):1.24 - 
M4A1-S | Flashback (Well-Worn), 4.5, 1.5200000000000002, -2.9799999999999995, FAMAS | Mecha Industries (Battle-Scarred):2.02 - P90 | Shallow Grave (Battle-Scarred):1.3 - Sawed-Off | Wasteland Princess (Battle-Scarred):1.24 - 
M4A1-S | Golden Coil (Battle-Scarred), 260.2, 0, -260.2, 
M4A1-S | Golden Coil (Factory New), 1916.3999999999999, 0, -1916.3999999999999, 
M4A1-S | Golden Coil (Field-Tested), 506.3, 0, -506.3, 
M4A1-S | Golden Coil (Minimal Wear), 871.5, 0, -871.5, 
M4A1-S | Golden Coil (Well-Worn), 362.2, 0, -362.2, 
M4A1-S | Guardian (Battle-Scarred), 157.20000000000002, 27.455, -129.745, M4A4 | Asiimov (Battle-Scarred):48.25 - Sawed-Off | The Kraken (Well-Worn):6.66 - 
M4A1-S | Guardian (Factory New), 294.6, 27.79, -266.81, M4A4 | Asiimov (Battle-Scarred):48.25 - Sawed-Off | The Kraken (Factory New):7.33 - 
M4A1-S | Guardian (Field-Tested), 191.70000000000002, 26.47, -165.23000000000002, M4A4 | Asiimov (Battle-Scarred):48.25 - Sawed-Off | The Kraken (Minimal Wear):4.69 - 
M4A1-S | Guardian (Minimal Wear), 227.2, 27.79, -199.41, M4A4 | Asiimov (Battle-Scarred):48.25 - Sawed-Off | The Kraken (Factory New):7.33 - 
M4A1-S | Guardian (Well-Worn), 176.1, 26.25, -149.85, M4A4 | Asiimov (Battle-Scarred):48.25 - Sawed-Off | The Kraken (Field-Tested):4.25 - 
M4A1-S | Hot Rod (Factory New), 8224.1, 0, -8224.1, 
M4A1-S | Hot Rod (Minimal Wear), 5798.7, 0, -5798.7, 
M4A1-S | Hyper Beast (Battle-Scarred), 117.5, 0, -117.5, 
M4A1-S | Hyper Beast (Factory New), 1266.4, 0, -1266.4, 
M4A1-S | Hyper Beast (Field-Tested), 204.4, 0, -204.4, 
M4A1-S | Hyper Beast (Minimal Wear), 445.5, 0, -445.5, 
M4A1-S | Hyper Beast (Well-Worn), 140.39999999999998, 0, -140.39999999999998, 
M4A1-S | Icarus Fell (Factory New), 4735.0, 1245.9, -3489.1, M4A4 | Poseidon (Factory New):1245.9 - 
M4A1-S | Icarus Fell (Minimal Wear), 4063.5, 1245.9, -2817.6, M4A4 | Poseidon (Factory New):1245.9 - 
M4A1-S | Imminent Danger (Battle-Scarred), 4355.7, 0, -4355.7, 
M4A1-S | Imminent Danger (Factory New), 14218.599999999999, 0, -14218.599999999999, 
M4A1-S | Imminent Danger (Field-Tested), 7421.7, 0, -7421.7, 
M4A1-S | Imminent Danger (Minimal Wear), 11274.6, 0, -11274.6, 
M4A1-S | Imminent Danger (Well-Worn), 5308.0, 0, -5308.0, 
M4A1-S | Knight (Factory New), 1677.5, 0.0, -1677.5, AWP | Dragon Lore (Battle-Scarred):0 - 
M4A1-S | Knight (Minimal Wear), 1604.4, 0.0, -1604.4, AWP | Dragon Lore (Battle-Scarred):0 - 
M4A1-S | Leaded Glass (Battle-Scarred), 36.7, 10.21, -26.490000000000002, AK-47 | The Empress (Battle-Scarred):18.1 - P250 | See Ya Later (Battle-Scarred):2.32 - 
M4A1-S | Leaded Glass (Factory New), 107.8, 10.21, -97.59, AK-47 | The Empress (Battle-Scarred):18.1 - P250 | See Ya Later (Battle-Scarred):2.32 - 
M4A1-S | Leaded Glass (Field-Tested), 39.4, 10.21, -29.189999999999998, AK-47 | The Empress (Battle-Scarred):18.1 - P250 | See Ya Later (Battle-Scarred):2.32 - 
M4A1-S | Leaded Glass (Minimal Wear), 57.9, 10.21, -47.69, AK-47 | The Empress (Battle-Scarred):18.1 - P250 | See Ya Later (Battle-Scarred):2.32 - 
M4A1-S | Leaded Glass (Well-Worn), 48.9, 10.21, -38.69, AK-47 | The Empress (Battle-Scarred):18.1 - P250 | See Ya Later (Battle-Scarred):2.32 - 
M4A1-S | Master Piece (Battle-Scarred), 632.1, 0, -632.1, 
M4A1-S | Master Piece (Factory New), 4813.3, 0, -4813.3, 
M4A1-S | Master Piece (Field-Tested), 1391.1000000000001, 0, -1391.1000000000001, 
M4A1-S | Master Piece (Minimal Wear), 2185.2000000000003, 0, -2185.2000000000003, 
M4A1-S | Master Piece (Well-Worn), 870, 0, -870, 
M4A1-S | Mecha Industries (Battle-Scarred), 147.7, 0, -147.7, 
M4A1-S | Mecha Industries (Factory New), 626.4, 0, -626.4, 
M4A1-S | Mecha Industries (Field-Tested), 214.89999999999998, 0, -214.89999999999998, 
M4A1-S | Mecha Industries (Minimal Wear), 344.79999999999995, 0, -344.79999999999995, 
M4A1-S | Mecha Industries (Well-Worn), 229.89999999999998, 0, -229.89999999999998, 
M4A1-S | Moss Quartz (Battle-Scarred), 163.6, 67.87, -95.72999999999999, CZ75-Auto | Emerald (Minimal Wear):23.16 - CZ75-Auto | Emerald Quartz (Battle-Scarred):80.98 - MAC-10 | Copper Borre (Battle-Scarred):90.84 - SCAR-20 | Brass (Battle-Scarred):69.96 - XM1014 | Frost Borre (Battle-Scarred):74.41 - 
M4A1-S | Moss Quartz (Factory New), 234.7, 68.74000000000001, -165.95999999999998, CZ75-Auto | Emerald (Factory New):27.51 - CZ75-Auto | Emerald Quartz (Battle-Scarred):80.98 - MAC-10 | Copper Borre (Battle-Scarred):90.84 - SCAR-20 | Brass (Battle-Scarred):69.96 - XM1014 | Frost Borre (Battle-Scarred):74.41 - 
M4A1-S | Moss Quartz (Field-Tested), 160.10000000000002, 67.87, -92.23000000000002, CZ75-Auto | Emerald (Minimal Wear):23.16 - CZ75-Auto | Emerald Quartz (Battle-Scarred):80.98 - MAC-10 | Copper Borre (Battle-Scarred):90.84 - SCAR-20 | Brass (Battle-Scarred):69.96 - XM1014 | Frost Borre (Battle-Scarred):74.41 - 
M4A1-S | Moss Quartz (Minimal Wear), 178.70000000000002, 68.74000000000001, -109.96000000000001, CZ75-Auto | Emerald (Factory New):27.51 - CZ75-Auto | Emerald Quartz (Battle-Scarred):80.98 - MAC-10 | Copper Borre (Battle-Scarred):90.84 - SCAR-20 | Brass (Battle-Scarred):69.96 - XM1014 | Frost Borre (Battle-Scarred):74.41 - 
M4A1-S | Moss Quartz (Well-Worn), 159.70000000000002, 67.87, -91.83000000000001, CZ75-Auto | Emerald (Minimal Wear):23.16 - CZ75-Auto | Emerald Quartz (Battle-Scarred):80.98 - MAC-10 | Copper Borre (Battle-Scarred):90.84 - SCAR-20 | Brass (Battle-Scarred):69.96 - XM1014 | Frost Borre (Battle-Scarred):74.41 - 
M4A1-S | Mud-Spec (Battle-Scarred), 2.9, 1.96, -0.94, AK-47 | Steel Delta (Battle-Scarred):1.78 - AWP | Black Nile (Battle-Scarred):2.9 - MAG-7 | Copper Coated (Battle-Scarred):1.2 - 
M4A1-S | Mud-Spec (Factory New), 8.100000000000001, 1.96, -6.1400000000000015, AK-47 | Steel Delta (Battle-Scarred):1.78 - AWP | Black Nile (Battle-Scarred):2.9 - MAG-7 | Copper Coated (Battle-Scarred):1.2 - 
M4A1-S | Mud-Spec (Field-Tested), 2.5, 1.96, -0.54, AK-47 | Steel Delta (Battle-Scarred):1.78 - AWP | Black Nile (Battle-Scarred):2.9 - MAG-7 | Copper Coated (Battle-Scarred):1.2 - 
M4A1-S | Mud-Spec (Minimal Wear), 4.0, 1.96, -2.04, AK-47 | Steel Delta (Battle-Scarred):1.78 - AWP | Black Nile (Battle-Scarred):2.9 - MAG-7 | Copper Coated (Battle-Scarred):1.2 - 
M4A1-S | Mud-Spec (Well-Worn), 2.7, 1.96, -0.7400000000000002, AK-47 | Steel Delta (Battle-Scarred):1.78 - AWP | Black Nile (Battle-Scarred):2.9 - MAG-7 | Copper Coated (Battle-Scarred):1.2 - 
M4A1-S | Night Terror (Battle-Scarred), 18.400000000000002, 1.1833333333333333, -17.21666666666667, Dual Berettas | Melondrama (Battle-Scarred):1.22 - FAMAS | Rapid Eye Movement (Battle-Scarred):1.16 - MP7 | Abyssal Apparition (Battle-Scarred):1.17 - 
M4A1-S | Night Terror (Factory New), 16.599999999999998, 1.1833333333333333, -15.416666666666664, Dual Berettas | Melondrama (Battle-Scarred):1.22 - FAMAS | Rapid Eye Movement (Battle-Scarred):1.16 - MP7 | Abyssal Apparition (Battle-Scarred):1.17 - 
M4A1-S | Night Terror (Field-Tested), 5.300000000000001, 1.1833333333333333, -4.116666666666667, Dual Berettas | Melondrama (Battle-Scarred):1.22 - FAMAS | Rapid Eye Movement (Battle-Scarred):1.16 - MP7 | Abyssal Apparition (Battle-Scarred):1.17 - 
M4A1-S | Night Terror (Minimal Wear), 8.299999999999999, 1.1833333333333333, -7.116666666666665, Dual Berettas | Melondrama (Battle-Scarred):1.22 - FAMAS | Rapid Eye Movement (Battle-Scarred):1.16 - MP7 | Abyssal Apparition (Battle-Scarred):1.17 - 
M4A1-S | Night Terror (Well-Worn), 12.4, 1.1833333333333333, -11.216666666666667, Dual Berettas | Melondrama (Battle-Scarred):1.22 - FAMAS | Rapid Eye Movement (Battle-Scarred):1.16 - MP7 | Abyssal Apparition (Battle-Scarred):1.17 - 
M4A1-S | Nightmare (Battle-Scarred), 51.900000000000006, 16.59, -35.31, AK-47 | Neon Rider (Battle-Scarred):19.38 - Desert Eagle | Code Red (Battle-Scarred):13.8 - 
M4A1-S | Nightmare (Factory New), 397.59999999999997, 16.59, -381.01, AK-47 | Neon Rider (Battle-Scarred):19.38 - Desert Eagle | Code Red (Battle-Scarred):13.8 - 
M4A1-S | Nightmare (Field-Tested), 88.5, 16.59, -71.91, AK-47 | Neon Rider (Battle-Scarred):19.38 - Desert Eagle | Code Red (Battle-Scarred):13.8 - 
M4A1-S | Nightmare (Minimal Wear), 189.4, 16.59, -172.81, AK-47 | Neon Rider (Battle-Scarred):19.38 - Desert Eagle | Code Red (Battle-Scarred):13.8 - 
M4A1-S | Nightmare (Well-Worn), 62.5, 16.59, -45.91, AK-47 | Neon Rider (Battle-Scarred):19.38 - Desert Eagle | Code Red (Battle-Scarred):13.8 - 
M4A1-S | Nitro (Battle-Scarred), 7.7, 0, -7.7, 
M4A1-S | Nitro (Factory New), 97.6, 0, -97.6, 
M4A1-S | Nitro (Field-Tested), 10.600000000000001, 0, -10.600000000000001, 
M4A1-S | Nitro (Minimal Wear), 30.6, 0, -30.6, 
M4A1-S | Nitro (Well-Worn), 10, 0, -10, 
M4A1-S | Player Two (Battle-Scarred), 100.8, 0, -100.8, 
M4A1-S | Player Two (Factory New), 974.0, 0, -974.0, 
M4A1-S | Player Two (Field-Tested), 206.20000000000002, 0, -206.20000000000002, 
M4A1-S | Player Two (Minimal Wear), 444.7, 0, -444.7, 
M4A1-S | Player Two (Well-Worn), 200.39999999999998, 0, -200.39999999999998, 
M4A1-S | Printstream (Battle-Scarred), 1115.0, 0, -1115.0, 
M4A1-S | Printstream (Factory New), 4322.900000000001, 0, -4322.900000000001, 
M4A1-S | Printstream (Field-Tested), 1646.1000000000001, 0, -1646.1000000000001, 
M4A1-S | Printstream (Minimal Wear), 2505.1, 0, -2505.1, 
M4A1-S | Printstream (Well-Worn), 1573.1999999999998, 0, -1573.1999999999998, 
M4A1-S | VariCamo (Battle-Scarred), 8.7, 4.97, -3.7299999999999995, P2000 | Amber Fade (Well-Worn):4.97 - 
M4A1-S | VariCamo (Factory New), 16.8, 11.78, -5.020000000000001, P2000 | Amber Fade (Factory New):11.78 - 
M4A1-S | VariCamo (Field-Tested), 8.8, 7.5, -1.3000000000000007, P2000 | Amber Fade (Minimal Wear):7.5 - 
M4A1-S | VariCamo (Minimal Wear), 13.0, 11.78, -1.2200000000000006, P2000 | Amber Fade (Factory New):11.78 - 
M4A1-S | VariCamo (Well-Worn), 8.8, 5.4, -3.4000000000000004, P2000 | Amber Fade (Field-Tested):5.4 - 
M4A1-S | Welcome to the Jungle (Battle-Scarred), 6143.6, 0, -6143.6, 
M4A1-S | Welcome to the Jungle (Factory New), 15032.7, 0, -15032.7, 
M4A1-S | Welcome to the Jungle (Field-Tested), 8813.099999999999, 0, -8813.099999999999, 
M4A1-S | Welcome to the Jungle (Minimal Wear), 11976.099999999999, 0, -11976.099999999999, 
M4A1-S | Welcome to the Jungle (Well-Worn), 6004.099999999999, 0, -6004.099999999999, 
M4A4 | Asiimov (Battle-Scarred), 482.5, 0, -482.5, 
M4A4 | Asiimov (Field-Tested), 1448.5, 0, -1448.5, 
M4A4 | Asiimov (Well-Worn), 875.8, 0, -875.8, 
M4A4 | Bullet Rain (Battle-Scarred), 98.0, 0, -98.0, 
M4A4 | Bullet Rain (Factory New), 510.7, 0, -510.7, 
M4A4 | Bullet Rain (Field-Tested), 86.1, 0, -86.1, 
M4A4 | Bullet Rain (Minimal Wear), 147.79999999999998, 0, -147.79999999999998, 
M4A4 | Bullet Rain (Well-Worn), 114.60000000000001, 0, -114.60000000000001, 
M4A4 | Buzz Kill (Battle-Scarred), 48.5, 0, -48.5, 
M4A4 | Buzz Kill (Factory New), 409.20000000000005, 0, -409.20000000000005, 
M4A4 | Buzz Kill (Field-Tested), 77.2, 0, -77.2, 
M4A4 | Buzz Kill (Minimal Wear), 133.3, 0, -133.3, 
